"countrynum","statenum","Route","Active","Lati","Longi","Stratum","BCR","LandTypeID","RouteTypeID","RouteTypeDetailId","route.id"
"840","02","001",1,34.868688,-87.6041417,"14","27","0",1,1,"840_02_001"
"840","02","002",0,34.6386747,-87.1912919,"14","24","0",1,1,"840_02_002"
"840","02","004",1,34.0297881,-87.0592352,"13","28","0",1,1,"840_02_004"
"840","02","005",0,34.2016687,-86.4934089,"13","28","0",1,1,"840_02_005"
"840","02","006",1,34.5012877,-86.6855493,"14","24","0",1,1,"840_02_006"
"840","02","007",1,34.8680404,-86.2030371,"14","24","0",1,1,"840_02_007"
"840","02","008",1,34.0278089,-85.7110414,"13","28","0",1,1,"840_02_008"
"840","02","009",0,34.3039507,-85.9267589,"13","28","0",1,1,"840_02_009"
"840","02","010",1,33.1913463,-85.9258408,"11","29","0",1,1,"840_02_010"
"840","02","011",0,33.6257237,-85.7518379,"13","28","0",1,1,"840_02_011"
"840","02","012",1,33.6076572,-85.7511714,"13","28","0",1,1,"840_02_012"
"840","02","013",1,33.8116977,-86.1153789,"13","28","0",1,1,"840_02_013"
"840","02","014",1,33.4549551,-86.6010915,"13","28","0",1,1,"840_02_014"
"840","02","015",1,33.6822947,-86.8721632,"13","28","0",1,1,"840_02_015"
"840","02","016",1,33.8481773,-87.5888357,"13","27","0",1,1,"840_02_016"
"840","02","017",1,33.5263185,-87.0044623,"13","28","0",1,1,"840_02_017"
"840","02","019",1,33.4765537,-88.1712189,"4","27","0",1,1,"840_02_019"
"840","02","020",1,32.1307226,-88.3172665,"4","27","0",1,1,"840_02_020"
"840","02","021",1,32.2782397,-87.8359539,"4","27","0",1,1,"840_02_021"
"840","02","022",1,32.442715,-87.2158334,"4","27","0",1,1,"840_02_022"
"840","02","023",1,32.7846996,-87.5153953,"4","27","0",1,1,"840_02_023"
"840","02","024",1,32.1312407,-86.2754989,"4","27","0",1,1,"840_02_024"
"840","02","025",1,32.6594297,-86.7017714,"4","27","0",1,1,"840_02_025"
"840","02","026",1,32.5890245,-86.1307777,"4","27","0",1,1,"840_02_026"
"840","02","027",1,32.3116131,-85.5530853,"4","27","0",1,1,"840_02_027"
"840","02","028",1,32.8854647,-85.2044589,"11","29","0",1,1,"840_02_028"
"840","02","029",1,32.1473077,-85.0626449,"4","27","0",1,1,"840_02_029"
"840","02","030",1,31.3388298,-85.5895835,"4","27","0",1,1,"840_02_030"
"840","02","031",1,31.0081277,-85.2112631,"4","27","0",1,1,"840_02_031"
"840","02","032",1,31.7165541,-85.8156189,"4","27","0",1,1,"840_02_032"
"840","02","033",1,31.5859083,-86.250378,"4","27","0",1,1,"840_02_033"
"840","02","034",1,31.4439507,-86.6131969,"4","27","0",1,1,"840_02_034"
"840","02","035",1,30.9977072,-86.8858316,"4","27","0",1,1,"840_02_035"
"840","02","036",1,31.7399574,-87.2090516,"4","27","0",1,1,"840_02_036"
"840","02","037",0,31.0969767,-87.8321999,"4","27","0",1,1,"840_02_037"
"840","02","038",1,31.3180673,-87.1203132,"4","27","0",1,1,"840_02_038"
"840","02","039",1,31.632605,-88.3131441,"4","27","0",1,1,"840_02_039"
"840","02","040",0,30.2540327,-88.1125479,"3","27","0",1,1,"840_02_040"
"840","02","041",0,30.2818577,-87.5183809,"3","27","0",1,1,"840_02_041"
"840","02","042",0,30.3701137,-87.6833489,"3","27","0",1,1,"840_02_042"
"840","02","043",1,33.1156047,-87.1007539,"13","27","0",1,1,"840_02_043"
"840","02","044",0,33.5909437,-86.6965489,"13","28","0",1,1,"840_02_044"
"840","02","045",1,34.1311637,-87.7621469,"4","27","0",1,1,"840_02_045"
"840","02","046",1,34.3142387,-86.4773569,"13","28","0",1,1,"840_02_046"
"840","02","047",1,33.1379607,-87.8205274,"4","27","0",1,1,"840_02_047"
"840","02","048",1,32.6807827,-88.1229309,"4","27","0",1,1,"840_02_048"
"840","02","049",1,32.8055085,-87.7643955,"4","27","0",1,1,"840_02_049"
"840","02","050",1,32.3276808,-86.7118894,"4","27","0",1,1,"840_02_050"
"840","02","051",1,32.5816871,-85.7164607,"11","28","0",1,1,"840_02_051"
"840","02","052",1,31.2926075,-88.38516,"4","27","0",1,1,"840_02_052"
"840","02","053",1,31.7097587,-87.7767179,"4","27","0",1,1,"840_02_053"
"840","02","054",1,31.2223969,-86.0994295,"4","27","0",1,1,"840_02_054"
"840","02","055",1,31.6676037,-85.6508719,"4","27","0",1,1,"840_02_055"
"840","02","056",0,33.4572917,-86.2574629,"13","28","0",1,1,"840_02_056"
"840","02","057",1,34.4236313,-87.3907904,"13","28","0",1,1,"840_02_057"
"840","02","058",1,34.5810567,-85.565583,"13","28","0",1,1,"840_02_058"
"840","02","059",1,33.2811827,-88.0092154,"4","27","0",1,1,"840_02_059"
"840","02","060",1,33.2638251,-87.4241383,"4","27","0",1,1,"840_02_060"
"840","02","061",1,33.718519,-86.4457647,"13","28","0",1,1,"840_02_061"
"840","02","062",0,33.9282957,-85.4680639,"11","28","0",1,1,"840_02_062"
"840","02","063",1,32.4128107,-87.5381089,"4","27","0",1,1,"840_02_063"
"840","02","064",0,32.8224147,-86.1118009,"11","28","0",1,1,"840_02_064"
"840","02","065",1,32.4341515,-85.8711729,"4","27","0",1,1,"840_02_065"
"840","02","066",1,31.2283931,-87.0654001,"4","27","0",1,1,"840_02_066"
"840","02","067",1,31.4086552,-86.270046,"4","27","0",1,1,"840_02_067"
"840","02","068",1,31.0322875,-85.4115544,"4","27","0",1,1,"840_02_068"
"840","02","069",1,30.9422777,-88.3523559,"4","27","0",1,1,"840_02_069"
"840","02","070",1,30.3038647,-87.7299991,"3","27","0",1,1,"840_02_070"
"840","02","071",1,34.7961251,-87.3837235,"14","24","0",1,1,"840_02_071"
"840","02","072",1,34.9292307,-86.9887629,"14","24","0",1,1,"840_02_072"
"840","02","073",1,34.9895137,-86.0671689,"21","28","0",1,1,"840_02_073"
"840","02","102",1,34.6030578,-87.2543912,"14","24","0",1,1,"840_02_102"
"840","02","105",1,34.2126918,-86.4734413,"13","28","0",1,1,"840_02_105"
"840","02","109",1,34.3086241,-85.9323092,"13","28","0",1,1,"840_02_109"
"840","02","111",1,33.6296357,-85.7466579,"13","28","0",1,1,"840_02_111"
"840","02","137",1,31.0706664,-87.8350582,"4","27","0",1,1,"840_02_137"
"840","02","140",1,30.248466,-88.1123348,"3","27","0",1,1,"840_02_140"
"840","02","141",1,30.2816323,-87.5183917,"3","27","0",1,1,"840_02_141"
"840","02","142",1,30.370222,-87.6024375,"3","27","0",1,1,"840_02_142"
"840","02","156",1,33.2905307,-86.3312989,"13","28","0",1,1,"840_02_156"
"840","02","162",1,33.9413322,-85.450491,"11","28","0",1,1,"840_02_162"
"840","02","164",1,32.822371,-86.1117753,"11","28","0",1,1,"840_02_164"
"840","02","201",1,34.2884067,-88.0675579,"4","27","0",1,1,"840_02_201"
"840","02","203",1,34.8223669,-86.6604516,"14","24","0",1,1,"840_02_203"
"840","02","204",1,34.7575557,-85.8594579,"13","28","0",1,1,"840_02_204"
"840","02","205",1,33.6853138,-88.1671198,"4","27","0",1,1,"840_02_205"
"840","02","206",0,33.8168747,-87.1378259,"13","28","0",1,1,"840_02_206"
"840","02","207",1,33.8564625,-86.3813006,"13","28","0",1,1,"840_02_207"
"840","02","208",1,33.3180161,-86.1573541,"13","28","0",1,1,"840_02_208"
"840","02","209",1,33.1844368,-85.464604,"11","29","0",1,1,"840_02_209"
"840","02","210",1,32.1930088,-87.3792753,"4","27","0",1,1,"840_02_210"
"840","02","211",1,32.4860839,-86.5697685,"4","27","0",1,1,"840_02_211"
"840","02","212",1,32.5033347,-85.2532189,"4","27","0",1,1,"840_02_212"
"840","02","213",1,31.1365731,-88.2207774,"4","27","0",1,1,"840_02_213"
"840","02","214",1,31.7459607,-87.6361759,"4","27","0",1,1,"840_02_214"
"840","02","215",1,31.9052647,-86.1853409,"4","27","0",1,1,"840_02_215"
"840","02","216",1,31.7296264,-85.2558091,"4","27","0",1,1,"840_02_216"
"840","02","217",1,30.4866365,-88.3854517,"3","27","0",1,1,"840_02_217"
"840","02","218",1,30.803493,-87.6374375,"3","27","0",1,1,"840_02_218"
"840","02","306",1,33.8163386,-87.1416542,"13","28","0",1,1,"840_02_306"
"840","02","750",1,34.4761164,-86.4676524,"14","24","0",2,1,"840_02_750"
"840","02","751",1,33.5919601,-86.2041575,"13","28","0",2,1,"840_02_751"
"840","02","752",1,32.6683647,-87.2422029,"4","27","0",2,1,"840_02_752"
"840","02","753",1,31.3769106,-87.723299,"4","27","0",2,1,"840_02_753"
"840","02","754",1,30.688444,-87.969378,"4","27","0",2,1,"840_02_754"
"840","03","001",1,64.552796,-141.2785932,"25","4","0",1,1,"840_03_001"
"840","03","002",1,65.7907167,-144.0890949,"25","4","0",1,1,"840_03_002"
"840","03","003",1,65.2698047,-146.727508,"25","4","0",1,1,"840_03_003"
"840","03","004",1,64.2556227,-146.0769649,"25","4","0",1,1,"840_03_004"
"840","03","005",1,65.5631957,-148.417832,"25","4","0",1,1,"840_03_005"
"840","03","006",0,62.5131787,-143.1732939,"68","4","0",1,1,"840_03_006"
"840","03","007",1,62.7247807,-143.8893879,"68","4","0",1,1,"840_03_007"
"840","03","008",1,63.6152141,-143.9862892,"25","4","0",1,1,"840_03_008"
"840","03","009",1,62.4798162,-144.828553,"68","4","0",1,1,"840_03_009"
"840","03","010",1,63.0127307,-141.8052529,"25","4","0",1,1,"840_03_010"
"840","03","011",1,63.0531897,-146.0607299,"68","4","0",1,1,"840_03_011"
"840","03","012",1,63.2771884,-147.944427,"68","4","0",1,1,"840_03_012"
"840","03","013",1,63.3793062,-148.86,"68","4","0",1,1,"840_03_013"
"840","03","015",1,63.5152626,-150.0484937,"68","4","0",1,1,"840_03_015"
"840","03","016",0,60.1279267,-149.434341,"96","5","0",1,1,"840_03_016"
"840","03","017",0,61.4001137,-149.842561,"96","4","0",1,1,"840_03_017"
"840","03","018",0,60.4588347,-150.274628,"96","4","0",1,1,"840_03_018"
"840","03","019",0,59.5666667,-151.3333333,"96","4","0",1,1,"840_03_019"
"840","03","020",0,58.2513877,-134.6277769,"94","5","0",1,1,"840_03_020"
"840","03","021",1,58.4423687,-134.7660128,"94","5","0",1,1,"840_03_021"
"840","03","023",1,55.5557449,-133.0848056,"94","5","0",1,1,"840_03_023"
"840","03","024",1,55.3269454,-131.5213101,"94","5","0",1,1,"840_03_024"
"840","03","025",1,59.3363717,-135.5684509,"94","5","0",1,1,"840_03_025"
"840","03","026",0,55.6333333,-132.75,"94","5","0",1,1,"840_03_026"
"840","03","028",1,60.2959485,-151.2763427,"96","4","0",1,1,"840_03_028"
"840","03","029",0,61.7327327,-148.752472,"96","4","0",1,1,"840_03_029"
"840","03","030",1,61.6593477,-150.1403586,"96","4","0",1,1,"840_03_030"
"840","03","031",0,57.8166195,-152.6228043,"96","2","0",1,1,"840_03_031"
"840","03","040",0,64.9459157,-146.250915,"25","4","0",1,1,"840_03_040"
"840","03","041",1,64.5464143,-146.9948586,"25","4","0",1,1,"840_03_041"
"840","03","042",0,64.8922107,-147.541411,"25","4","0",1,1,"840_03_042"
"840","03","050",1,60.4971524,-145.870208,"96","5","0",1,1,"840_03_050"
"840","03","051",1,61.0587623,-145.9169019,"68","5","0",1,1,"840_03_051"
"840","03","052",1,61.7342231,-144.9583298,"68","4","0",1,1,"840_03_052"
"840","03","053",1,61.937256,-147.1759823,"68","5","0",1,1,"840_03_053"
"840","03","054",1,62.3624206,-145.3725998,"68","4","0",1,1,"840_03_054"
"840","03","060",1,58.5472473,-155.7906521,"25","2","0",1,1,"840_03_060"
"840","03","084",0,64.5,-157,"25","4","0",1,1,"840_03_084"
"840","03","090",1,51.8267727,-176.63582,"99","1","0",1,1,"840_03_090"
"840","03","101",1,64.1668176,-141.4111936,"25","4","0",1,1,"840_03_101"
"840","03","115",1,63.7379551,-149.2910681,"68","4","0",1,1,"840_03_115"
"840","03","116",0,60.5022017,-149.370988,"96","5","0",1,1,"840_03_116"
"840","03","117",1,61.5848177,-149.442293,"96","5","0",1,1,"840_03_117"
"840","03","118",1,60.5957398,-150.7868883,"96","4","0",1,1,"840_03_118"
"840","03","119",1,59.7967661,-151.7956533,"96","5","0",1,1,"840_03_119"
"840","03","121",0,56.8076137,-132.9127349,"94","5","0",1,1,"840_03_121"
"840","03","122",1,57.0173668,-135.1551062,"94","5","0",1,1,"840_03_122"
"840","03","123",1,55.8083026,-132.51719,"94","5","0",1,1,"840_03_123"
"840","03","125",1,59.4439512,-139.5646039,"94","5","0",1,1,"840_03_125"
"840","03","131",1,57.5333333,-152.45,"96","2","0",1,1,"840_03_131"
"840","03","142",1,65.0544087,-146.0599662,"25","4","0",1,1,"840_03_142"
"840","03","180",1,59.0346173,-158.5270562,"25","2","0",1,1,"840_03_180"
"840","03","191",1,55.269419,-162.8976207,"99","2","0",1,1,"840_03_191"
"840","03","192",1,58.6704647,-156.4585984,"25","2","0",1,1,"840_03_192"
"840","03","212",1,62.2317426,-146.515638,"68","4","0",1,1,"840_03_212"
"840","03","216",1,60.7796745,-149.5527653,"96","5","0",1,1,"840_03_216"
"840","03","217",0,61.6306207,-149.830079,"96","4","0",1,1,"840_03_217"
"840","03","221",1,56.7395445,-132.7658694,"94","5","0",1,1,"840_03_221"
"840","03","224",1,56.4599307,-132.3798899,"94","5","0",1,1,"840_03_224"
"840","03","231",1,57.8128265,-152.6177,"96","2","0",1,1,"840_03_231"
"840","03","284",1,64.7706568,-157.0287273,"25","4","0",2,1,"840_03_284"
"840","03","313",1,62.3172987,-150.2366378,"68","4","0",1,1,"840_03_313"
"840","03","318",1,60.5259627,-150.5656383,"96","4","0",1,1,"840_03_318"
"840","03","319",1,59.6464107,-151.560698,"96","4","0",1,1,"840_03_319"
"840","03","321",1,59.4178465,-139.0217497,"94","5","0",1,1,"840_03_321"
"840","03","372",1,67.6695397,-149.71492,"99","3","0",1,1,"840_03_372"
"840","03","401",1,61.4001417,-149.842437,"96","4","0",1,1,"840_03_401"
"840","03","402",1,64.4875219,-165.3122783,"99","2","0",1,1,"840_03_402"
"840","03","403",1,66.4417734,-150.6324337,"99","4","0",1,1,"840_03_403"
"840","03","404",1,67.0166107,-150.29011,"99","3","0",1,1,"840_03_404"
"840","03","405",1,64.5451414,-164.4368625,"99","2","0",1,1,"840_03_405"
"840","03","406",1,64.0157146,-145.7282965,"25","4","0",1,1,"840_03_406"
"840","03","407",1,64.0145247,-159.809447,"25","4","0",2,1,"840_03_407"
"840","03","408",1,68.4265923,-149.3473217,"99","3","0",1,1,"840_03_408"
"840","03","409",1,68.8572136,-148.8351789,"99","3","0",1,1,"840_03_409"
"840","03","410",1,63.5963002,-158.0780083,"25","4","0",2,1,"840_03_410"
"840","03","411",1,57.9218687,-135.0455629,"94","5","0",1,1,"840_03_411"
"840","03","412",1,56.2075277,-133.0775149,"94","5","0",1,1,"840_03_412"
"840","03","413",0,63.0461337,-146.0316309,"68","4","0",1,1,"840_03_413"
"840","03","414",1,66.3335727,-152.9504467,"25","4","11",2,1,"840_03_414"
"840","03","415",1,62.9510075,-155.5890429,"25","4","0",1,1,"840_03_415"
"840","03","416",1,66.5800037,-151.942126,"25","4","0",2,1,"840_03_416"
"840","03","417",0,61.5640897,-149.350356,"96","4","0",1,1,"840_03_417"
"840","03","418",1,65.0076556,-150.6131749,"25","4","0",1,1,"840_03_418"
"840","03","419",1,65.4883997,-148.65472,"25","4","0",1,1,"840_03_419"
"840","03","420",1,63.6093407,-142.3235417,"25","4","0",1,1,"840_03_420"
"840","03","421",1,63.583047,-157.8441809,"25","4","0",2,1,"840_03_421"
"840","03","422",1,64.7776327,-165.9993285,"99","2","0",1,1,"840_03_422"
"840","03","423",1,64.4609377,-155.523896,"25","4","0",1,1,"840_03_423"
"840","03","424",1,64.61589,-165.3015102,"99","2","0",1,1,"840_03_424"
"840","03","425",1,59.5294227,-135.3507079,"94","5","0",1,1,"840_03_425"
"840","03","426",1,62.0526113,-163.1690916,"99","2","0",1,1,"840_03_426"
"840","03","427",1,64.8314753,-166.0880717,"99","2","0",1,1,"840_03_427"
"840","03","428",1,64.9122387,-147.942277,"25","4","0",1,1,"840_03_428"
"840","03","429",1,56.3501108,-132.7665559,"94","5","0",1,1,"840_03_429"
"840","03","430",1,66.6919918,-144.7314019,"25","4","0",2,1,"840_03_430"
"840","03","431",1,63.856257,-145.7381802,"25","4","0",1,1,"840_03_431"
"840","03","432",1,61.2964911,-149.7786148,"96","4","0",1,1,"840_03_432"
"840","03","433",1,62.9209173,-160.6919837,"25","4","0",2,1,"840_03_433"
"840","03","434",1,59.531682,-159.6936457,"99","2","0",2,1,"840_03_434"
"840","03","435",1,57.8376397,-135.0598309,"94","99","0",1,1,"840_03_435"
"840","03","436",1,60.8732615,-161.6032109,"99","2","0",2,1,"840_03_436"
"840","03","437",1,60.6947613,-161.6098199,"99","2","0",2,1,"840_03_437"
"840","03","438",1,67.8544008,-163.3028181,"99","3","0",1,1,"840_03_438"
"840","03","439",1,55.9156605,-130.0162113,"94","5","0",1,1,"840_03_439"
"840","03","440",1,62.9117822,-155.6186013,"25","4","0",1,1,"840_03_440"
"840","03","442",1,59.8562241,-160.6818422,"99","2","0",2,1,"840_03_442"
"840","03","444",1,66.9018584,-162.563881,"99","2","0",1,1,"840_03_444"
"840","03","445",1,66.2372145,-152.1177445,"25","4","11",2,1,"840_03_445"
"840","03","760",1,59.3271587,-161.028716,"25","99","0",2,1,"840_03_760"
"124","04","001",1,49.930343,-110.845016,"38","11","0",1,1,"124_04_001"
"124","04","002",1,49.873241,-111.412849,"38","11","0",1,1,"124_04_002"
"124","04","003",1,49.0899502,-112.3969978,"38","11","0",1,1,"124_04_003"
"124","04","004",1,49.8150962,-113.5698205,"38","11","0",1,1,"124_04_004"
"124","04","005",0,49.632858,-114.585609,"64","10","0",1,1,"124_04_005"
"124","04","006",1,50.7466865,-110.258698,"38","11","0",1,1,"124_04_006"
"124","04","007",1,50.5638889,-111.8491667,"38","11","0",1,1,"124_04_007"
"124","04","008",0,50.29689,-112.01963,"38","11","0",1,1,"124_04_008"
"124","04","009",1,50.601928,-113.028617,"38","11","0",1,1,"124_04_009"
"124","04","010",1,50.478897,-114.42311,"64","10","0",1,1,"124_04_010"
"124","04","011",1,51.0088778,-110.7956065,"38","11","0",1,1,"124_04_011"
"124","04","012",0,51.328388,-111.080429,"38","11","0",1,1,"124_04_012"
"124","04","013",1,51.780948,-112.646553,"37","11","0",1,1,"124_04_013"
"124","04","014",1,51.211303,-113.775733,"37","11","0",1,1,"124_04_014"
"124","04","015",1,51.825607,-114.447402,"30","6","0",1,1,"124_04_015"
"124","04","016",0,51.093734,-115.088256,"64","10","0",1,1,"124_04_016"
"124","04","017",1,51.457637,-116.216758,"64","10","0",1,1,"124_04_017"
"124","04","018",1,52.463172,-110.652768,"37","11","0",1,1,"124_04_018"
"124","04","019",1,52.2011111,-111.0763889,"37","11","0",1,1,"124_04_019"
"124","04","020",1,52.1720874,-112.3386116,"37","11","0",1,1,"124_04_020"
"124","04","021",0,52.201335,-113.233726,"30","11","0",1,1,"124_04_021"
"124","04","022",1,52.027439,-114.473594,"30","6","0",1,1,"124_04_022"
"124","04","023",0,52.496261,-115.983764,"29","6","0",1,1,"124_04_023"
"124","04","024",1,52.256828,-116.399566,"64","10","0",1,1,"124_04_024"
"124","04","025",1,52.73096,-117.634933,"64","10","0",1,1,"124_04_025"
"124","04","026",1,53.502853,-110.864952,"30","11","0",1,1,"124_04_026"
"124","04","027",1,53.290037,-110.541725,"30","11","0",1,1,"124_04_027"
"124","04","028",1,53.337695,-112.782088,"30","11","0",1,1,"124_04_028"
"124","04","029",1,53.687221,-113.835601,"30","11","0",1,1,"124_04_029"
"124","04","030",1,53.164184,-114.221313,"30","6","0",1,1,"124_04_030"
"124","04","031",1,53.807949,-115.265426,"30","6","0",1,1,"124_04_031"
"124","04","032",1,53.600414,-116.37622,"29","6","0",1,1,"124_04_032"
"124","04","033",1,53.384094,-117.714508,"29","6","0",1,1,"124_04_033"
"124","04","034",1,53.802516,-118.47245,"29","10","0",1,1,"124_04_034"
"124","04","036",1,54.061428,-110.88549,"30","6","0",1,1,"124_04_036"
"124","04","037",1,54.269351,-111.276191,"30","6","0",1,1,"124_04_037"
"124","04","038",1,54.49942,-112.976638,"30","6","0",1,1,"124_04_038"
"124","04","039",1,54.836276,-113.158599,"30","6","0",1,1,"124_04_039"
"124","04","040",1,54.1202778,-114.715,"30","6","0",1,1,"124_04_040"
"124","04","041",0,54.759082,-115.537353,"29","6","0",1,1,"124_04_041"
"124","04","042",1,54.13125,-116.21582,"29","6","0",1,1,"124_04_042"
"124","04","043",1,54.7660933,-117.2478204,"30","6","0",1,1,"124_04_043"
"124","04","044",1,54.746189,-118.23703,"29","6","0",1,1,"124_04_044"
"124","04","045",0,54.940685,-119.193267,"29","6","0",1,1,"124_04_045"
"124","04","046",1,55.545398,-110.906082,"30","6","0",1,1,"124_04_046"
"124","04","048",0,55.387283,-112.453407,"30","6","0",1,1,"124_04_048"
"124","04","049",1,55.472759,-113.444969,"29","6","0",1,1,"124_04_049"
"124","04","050",1,55.513912,-114.917869,"29","6","0",1,1,"124_04_050"
"124","04","051",0,55.257278,-115.382881,"29","6","0",1,1,"124_04_051"
"124","04","052",0,55.533149,-116.764778,"30","6","0",1,1,"124_04_052"
"124","04","053",1,55.780872,-117.828765,"30","6","0",1,1,"124_04_053"
"124","04","054",1,55.840618,-118.44947,"30","6","0",1,1,"124_04_054"
"124","04","055",1,55.142322,-119.215866,"30","6","0",1,1,"124_04_055"
"124","04","057",0,56.221618,-111.683883,"29","6","0",1,1,"124_04_057"
"124","04","062",1,56.365135,-117.003997,"29","6","0",1,1,"124_04_062"
"124","04","063",1,56.278652,-117.818786,"29","6","0",1,1,"124_04_063"
"124","04","065",1,56.197856,-119.817771,"30","6","0",1,1,"124_04_065"
"124","04","077",1,59.9885787,-111.8384932,"29","6","0",1,1,"124_04_077"
"124","04","078",1,59.3110219,-112.4871644,"29","6","0",1,1,"124_04_078"
"124","04","079",1,59.86175,-111.6148487,"29","6","0",1,1,"124_04_079"
"124","04","096",1,50.98536,-115.07533,"64","10","0",1,1,"124_04_096"
"124","04","101",1,49.261279,-110.690791,"38","11","0",1,1,"124_04_101"
"124","04","102",1,49.5822911,-111.6978961,"38","11","0",1,1,"124_04_102"
"124","04","103",1,49.6113448,-112.149505,"38","11","0",1,1,"124_04_103"
"124","04","104",1,49.9021443,-113.0986731,"38","11","0",1,1,"124_04_104"
"124","04","105",1,49.026397,-114.0466,"64","10","0",1,1,"124_04_105"
"124","04","109",1,50.42635,-113.82728,"38","11","0",1,1,"124_04_109"
"124","04","110",1,50.54359,-114.091934,"30","11","0",1,1,"124_04_110"
"124","04","111",1,51.44533,-110.38028,"37","11","0",1,1,"124_04_111"
"124","04","112",1,51.576789,-111.196792,"37","11","0",1,1,"124_04_112"
"124","04","113",1,51.940788,-112.130294,"38","11","0",1,1,"124_04_113"
"124","04","114",1,51.554084,-113.894928,"30","11","0",1,1,"124_04_114"
"124","04","115",1,51.5479428,-114.2126871,"30","11","0",1,1,"124_04_115"
"124","04","116",1,51.6616667,-115.4069444,"64","6","0",1,1,"124_04_116"
"124","04","119",1,52.901493,-111.89042,"30","11","0",1,1,"124_04_119"
"124","04","120",1,52.637119,-112.017341,"37","11","0",1,1,"124_04_120"
"124","04","121",1,52.612033,-113.985153,"30","11","0",1,1,"124_04_121"
"124","04","122",1,52.582302,-114.408927,"29","6","0",1,1,"124_04_122"
"124","04","123",1,52.212833,-115.973037,"64","6","0",1,1,"124_04_123"
"124","04","125",1,52.491966,-117.524192,"64","10","0",1,1,"124_04_125"
"124","04","126",1,53.715554,-111.525569,"30","11","0",1,1,"124_04_126"
"124","04","127",1,53.103297,-111.760129,"30","11","0",1,1,"124_04_127"
"124","04","128",1,53.105056,-112.148255,"30","11","0",1,1,"124_04_128"
"124","04","129",1,53.119787,-113.1229002,"30","11","0",1,1,"124_04_129"
"124","04","130",0,53.542243,-114.782951,"30","6","0",1,1,"124_04_130"
"124","04","131",1,53.7736201,-115.6118996,"29","6","0",1,1,"124_04_131"
"124","04","136",1,54.182521,-110.302146,"30","6","0",1,1,"124_04_136"
"124","04","137",1,54.764728,-111.971496,"30","6","0",1,1,"124_04_137"
"124","04","138",1,54.432003,-112.826576,"30","6","0",1,1,"124_04_138"
"124","04","139",1,54.049175,-113.913673,"30","11","0",1,1,"124_04_139"
"124","04","141",1,54.7423141,-115.7825303,"29","6","0",1,1,"124_04_141"
"124","04","143",1,54.36298,-117.03703,"30","6","0",1,1,"124_04_143"
"124","04","147",1,55.669232,-111.1069466,"30","6","0",1,1,"124_04_147"
"124","04","149",1,55.901431,-113.679245,"29","6","0",1,1,"124_04_149"
"124","04","152",1,55.600261,-116.61605,"30","6","0",1,1,"124_04_152"
"124","04","153",1,55.0834149,-117.3570064,"30","6","0",1,1,"124_04_153"
"124","04","157",1,56.165084,-110.8525,"30","6","0",1,1,"124_04_157"
"124","04","163",1,56.740192,-117.40187,"29","6","0",1,1,"124_04_163"
"124","04","196",1,50.69139,-115.14566,"64","10","0",1,1,"124_04_196"
"124","04","201",1,49.538126,-110.2754671,"37","11","0",1,1,"124_04_201"
"124","04","203",1,49.3842368,-112.6510673,"38","11","0",1,1,"124_04_203"
"124","04","204",1,49.261743,-113.656834,"38","10","0",1,1,"124_04_204"
"124","04","205",1,49.637645,-114.505989,"64","10","0",1,1,"124_04_205"
"124","04","206",1,50.218044,-110.955345,"38","11","0",1,1,"124_04_206"
"124","04","208",1,50.1644807,-112.3142838,"38","11","0",1,1,"124_04_208"
"124","04","209",1,50.484638,-113.392124,"38","11","0",1,1,"124_04_209"
"124","04","210",1,50.514038,-114.251945,"30","11","0",1,1,"124_04_210"
"124","04","211",1,51.3578814,-110.1927853,"38","11","0",1,1,"124_04_211"
"124","04","212",1,51.76553,-111.51697,"37","11","0",1,1,"124_04_212"
"124","04","213",1,51.1833333,-112.3305556,"38","11","0",1,1,"124_04_213"
"124","04","214",1,51.415916,-113.732513,"37","11","0",1,1,"124_04_214"
"124","04","215",1,51.208839,-114.761192,"30","6","0",1,1,"124_04_215"
"124","04","220",1,52.522617,-112.854843,"30","11","0",1,1,"124_04_220"
"124","04","221",1,52.552226,-113.936889,"30","11","0",1,1,"124_04_221"
"124","04","222",1,52.6572129,-114.1936323,"30","6","0",1,1,"124_04_222"
"124","04","223",0,52.799968,-115.525329,"29","6","0",1,1,"124_04_223"
"124","04","225",1,52.9846393,-117.3416626,"64","10","0",1,1,"124_04_225"
"124","04","227",1,53.775154,-111.244728,"30","6","0",1,1,"124_04_227"
"124","04","228",1,53.933944,-112.711349,"30","11","0",1,1,"124_04_228"
"124","04","229",1,53.3377004,-113.8533998,"30","11","0",1,1,"124_04_229"
"124","04","230",1,53.485092,-114.787933,"30","6","0",1,1,"124_04_230"
"124","04","231",1,53.732116,-115.703964,"29","6","0",1,1,"124_04_231"
"124","04","237",1,54.473827,-111.386306,"30","6","0",1,1,"124_04_237"
"124","04","238",1,54.238784,-112.225853,"30","6","0",1,1,"124_04_238"
"124","04","239",1,54.036506,-113.320541,"30","6","0",1,1,"124_04_239"
"124","04","240",1,54.473381,-114.077346,"30","6","0",1,1,"124_04_240"
"124","04","241",1,54.034389,-115.143798,"29","6","0",1,1,"124_04_241"
"124","04","251",1,55.09518,-115.307632,"29","6","0",1,1,"124_04_251"
"124","04","252",1,55.43428,-116.411247,"30","6","0",1,1,"124_04_252"
"124","04","255",1,55.461151,-119.073242,"30","6","0",1,1,"124_04_255"
"124","04","302",1,49.7564202,-111.5174102,"38","11","0",1,1,"124_04_302"
